가수명,노래제목,발매일,가사,좋아요수,순위
숙희,가슴아 안돼,2010-10-28,자꾸 이러면 안돼 결국 힘들건 난데 나만 또다시 울게 될 거야 늘 그랬었잖아 다 알고 있잖아 왜 또 가슴아 흔들려 혼자 바라보다가 혼자 기다리다가 내 맘 다 해져버릴 지 몰라 왜 멈추지 못해 왜 거두지 못해 나만 다칠 뿐인데 가슴아 그 사람 사랑하지마 가슴아 그 곁에 자꾸 가지마 봐 이렇게 아플 거면서 사랑한단 그 말도 한마디 못할 거면서 눈물아 그 사람 보이지 않게 차라리 나의 눈을 가려줘 더 보고 싶어도 더 가고 싶어도 가슴아 안돼 아픈 끝이 보여도 안되는 걸 알아도 내 맘 나조차 어쩔 수 없어 널 잘라낼수록 또 베어낼수록 점점 커질 뿐인데 가슴아 그 사람 사랑하지마 가슴아 그 곁에 자꾸 가지마 봐 이렇게 아플 거면서 사랑한단 그 말도 한마디 못할 거면서 눈물아 그 사람 보이지 않게 차라리 나의 눈을 가려줘 더 보고 싶어도 더 가고 싶어도 가슴아 안돼 다가서기엔 너무 먼 사람 다 잊어내기엔 너무 아픈 그 사람 사랑아 더 이상 내게 오지마 사랑아 날 제발 비켜가 줄래 또 내 가슴 울릴 거라면 낫지 않을 상처로 못쓰게 만들 거라면 가슴아 그 사람 지울 수 있게 여기서 이제 그만 멈춰줘 다시는 울지마 사랑에 울지마 가슴아 안돼    ,8448,1873
조성모,피아노(彼願嫪),2003-03-10,사랑이 이젠 잊으라네요 붙잡아도 소용없대요 시간이 지나가면 편해진다고 잊으래요 내 맘 가져놓고 살아갈 날은 아직 길다고 자기 땜에 울지 말래요 그렇게 모진 모습 처음이기에 가지말란 말도 못하네요 내 사랑 지켜만 봐도 안될까요 아파져도 난 그대를 사랑해요 이렇게 나 영원히 삶이 다해도 나 그댈 위해 늘 기도할게요 그대를 미워해도 되겠죠 아픈만큼 사랑한만큼 가끔은 불행하라 빌지 몰라요 생각나서 애써 지우려고 내 사랑 지켜만 봐도 안될까요 아파져도 난 그대를 사랑해요 이렇게 나 영원히 삶이 다해도 나 그댈위해 늘 기도 할거에요 내 사랑 잊기엔 멀리 왔나봐요 안될 것 같아 잊으라 말아요 저 하늘이 정해준 사람을 따라 그대는 떠나가지만 바라볼래요 세상앞에 남보다도 더 못한 사람으로 남아도 누구보다 더 그댈 사랑해요 ,15892,1874
태연 (TAEYEON),숨겨진 세상 (Into the Unknown End Credit Version) (겨울왕국2),2019-11-15,아-아-아-아 아-아-아-아-아-아 Into the unknown… Into the unknown… Into the unknown! 아-아-아-아 듣기 싫어 저리 가 제발 좀 나를 내버려 둬 지금 이 행복을 잃고 싶지 않은데 자꾸 왜 맴돌며 나를 데려가려 해 오-오 오-오 귀를 막겠어 스쳐갈 바람일 뿐이야 뭐라 말해도 (그만해) 못 들은척 할래 소중한 내 사람들을 떠날 수 없어 저 불안한 세상에 날 떠밀지 말아 줘 저 두렵고 낯선 위험한 모험들 비바람 몰아치듯 저 멀리서 날 불러 Into the unknown… Into the unknown… Into the unknown! 아-아-아-아 아-아-아-아-아-아 뭘 원해 넌 왜 자꾸 나를 부르니 내가 위험해지는 거 그걸 바라는 거니 어쩌면 알고 있니 마법 같은 내 비밀 여긴 내가 있을 곳이 아닌걸 견디기에 버거워져 힘이 강해질수록 잠들었던 내 마음이 깨어나 Into the unknown Into the unknown! Into the unknown!! 아-아-아-아 아-아-아-아  오-오-오 어디 있니? 내가 보이니? 느낀다면 보여줘 널 아-아-아-아! 아-아-아-아 아-아-아-아! 아-아-아-아 아-아-아-아 아-아-아-아 아-아-아-아! 아-아-아-아! 어둡고 험한 먼 길이라도 그곳에 가겠어 Into the unknown! ,81514,1875
이승기,연애시대 (Feat. Ra.D) (Narr. 한효주),2011-10-14,언제나 거침없던 내가 조금씩 눈치를 보고 있어 겉으론 관심 없는 척 차가운 도시의 남자인 척 애써 외면하고 낯설은 말투로 널 만나왔어 영화가 아니잖아 그 드라마의 그 남자가 아니잖아 이제 더 이상 내 맘과 다르게 널 대할 순 없어 네가 좋아 솔직한 내 맘 들어봐 줄래 우리 연애할까 나 오랫동안 솔로여서 연애가 서툴지 모르지만 네 전 남자친구보다 네가 만난 모든 남자보다 가장 널 사랑할게 우리 연애할까 내가 머뭇거리는 동안 너에게 쏟아지는 다른 남자들의 관심 가득한 눈빛 친절한 태도 난 정말 미치겠어 애써 외면할까 생각도 했지만 no 그럴 순 없어 남자가 아니잖아 이렇게 허무하게 돌아선다면 이제 더 이상 내 맘과 다르게 널 대할 순 없어 네가 좋아 솔직한 내 맘 들어봐 줄래 우리 연애할까 나 오랫동안 솔로여서 연애가 서툴지 모르지만 네 전 남자친구보다 네가 만난 모든 남자보다 가장 널 사랑할게 우리 연애할까 우리 연애할까 나 오랫동안 솔로여서 연애가 서툴지 모르지만 네 전 남자친구보다 네가 만난 모든 남자보다 가장 널 사랑할게 우리 키스할까 I love you 이런 달콤한 말 매일 해주고 싶은데 나 용기 있는 남자 되어 꼭 너를 가지고 싶은데 내 곁에 있어줄래 시간이 없거나 내 눈이 높아진 것만은 아닌 거 같아 오랫동안 홀로 누군지도 모를 한 여자의 포로가 되어 나를 기다려 왔어 지금 그게 너라고 말하고 있어 아까 했던 얘기 한 번 더 해도 될까 우리 키스할까 I love you 이런 달콤한 말 매일 해주고 싶은데 나 용기 있는 남자 되어 꼭 너를 가지고 싶은데 내 곁에 있어줄래 우리 연애할까 ,23814,1876
김재환,안녕 못 해,2020-08-23,이젠 모두 지우려 해 끝나버린 이 사랑 모두 잊으려고 해 너를 몰랐었던 그때처럼 잘 살고 싶어 언젠간 그런 날이 오겠지 너는 날 아프게 해 자꾸만 힘들게 해 숨도 못 쉴 만큼 사실은 너무 그리워 하루 종일 떠올라 안녕 못 해 네가 없이 난 안녕 못 해 살 수 없어 난 나만 이런 건가 봐 너는 괜찮나 봐 참 나빴다 미치도록 그리워 부서지게 너를 불러봐도 그대 나만 이런가 봐 너는 괜찮나 봐 참 못됐다 너 없인 안녕 못 해 더는 아프기 싫어 정말 힘들기 싫어 숨도 못 쉴 만큼 아직도 너무 그리워 하루 종일 떠올라 안녕 못 해 네가 없이 난 안녕 못 해 살 수 없어 난 나만 이런 건가 봐 너는 괜찮나 봐 참 나빴다 미치도록 그리워 부서지게 너를 불러봐도 그대 나만 이런가 봐 너는 괜찮나 봐 참 못됐다 너 없인 안녕 못 해 다 괜찮을 줄 알았는데 잘해주지 못한 내가 너무 밉다 안녕 못 해 네가 없어서 안녕 못 해 살 수가 없어 한참을 또 울다가 웃어도 보다가 미쳤나 봐 하루 종일 그리워 무너질 듯 나를 눌러봐도 그대 나만 이런가 봐 너는 괜찮나 봐 참 못됐다 너 없인 안녕 못 해 ,24224,1877
수지,널 사랑하니까 (Because I Love You),2022-05-25,널 사랑이라 부를게 날 미쳤다고 말해도 어쩔 수 없어 내게 화를 내도 난 괜찮아 나는 널 사랑하니까 가끔 날 바라보면 좋겠어 나 찌질한 거 너도 알고 있잖아 날 모른 척 해도 난 괜찮아 나는 널 사랑하니까 오늘도 니가 함께 있는 꿈을 꿔 날 바라보고 있는 너를 상상해봐 날 잡아주면 난 좋겠어 나는 널 사랑하니까 그 날이 내게 올까 글썽이는 눈으로 날 바라보며 사랑을 말하며 눈 맞추는 날들 내게도 있을까 그 날이 내게 올까 초점 풀린 눈으로 날 바라보며 내 품에 안겨 입맞추는 날들이 내게도 있을까 어색한 침묵에 터질듯 뛰는 내 가슴 발그레 달아오른 니 얼굴 나는 어떻게 하나 날 사랑이라 불러줘 날 미쳤다고 말해도 어쩔 수 없어 너 바보인 거 난 알잖아 나는 널 사랑하니까 널 사랑하니까 널 사랑하니까 널 사랑하니까 ,3241,1878
세븐틴,포옹,2019-01-21,몰래 웃고 몰래 울고 내 모습을 숨기면서 버거운 듯 하루를 보내고 오늘도 겉으로는 말 못 한 마음속으로만 되새긴 힘들어 힘들어 힘들어 힘들 때면 나에게로 안겨도 돼 나도 같아 숨기고 숨겨도 가려지지 않는단 걸 알잖아 우리 서로는 웃을 수 있게 미안하지 마 걱정하지 마 무서워하지 마 이젠 울지 마 나에게는 넌 한없이 너무도 소중한 걸 오늘 하루도 힘들었을 너에게 말해줄래 내가 있다고 수고했다고 사랑한다고 꽉 안아준다고 힘들 때면 나에게로 안겨도 돼 나도 같아 숨기고 숨겨도 가려지지 않는단 걸 알잖아 우리 서로는 웃을 수 있게 미안하지 마 걱정하지 마 무서워하지 마 이젠 울지 마 나에게는 넌 한없이 너무도 소중한 걸 오늘 하루도 힘들었을 너에게 말해줄래 내가 있다고 수고했다고 사랑한다고 꽉 안아준다고 ,59990,1879
김나영,꺼내본다,2016-10-18,널 지워 내 가슴에 묻고 꼭 잊겠다 다짐해 놓고 또 난 울어 또 난 울어 긴 시간이 지나고 나면 언젠가 널 다 잊고 지낼거라 생각했어 항상 내쉬는 숨 속에도 너의 향기가 스며있고 한발 내딛는 걸음에도 난 너를 따라가 어딜 봐도 내 눈은 어딜 가도 내 맘은 흐려져 버린 우리 추억에 어디에도 없는 너만 찾고 어딜 보면 보일까 어딜 가면 잡힐까 어떻게 하면 돌아갈 수 있을까 또 널 꺼내본다 널 만났던 모든 순간이 바람처럼 내 맘을 흔들다 가면 또 난 이럼 안되는 줄 알면서 다시 너를 또 찾고 있어 아직 사랑한 그 시간에 난 널 따라가 어딜 봐도 내 눈은 어딜 가도 내 맘은 흐려져 버린 우리 추억에 어디에도 없는 너만 찾고 어딜 보면 보일까 어딜 가면 잡힐까 어떻게 하면 돌아갈 수 있을까 또 널 불러본다 서러운 마음에 포기해도 지워도 그게 잘 안돼 너무 사랑했어 널 어딜 봐도 내 눈은 어딜 가도 내 맘은 사라져버린 우리사랑에 헤어나지 못한 채 너만 부르고 어딜 보면 보일까 어딜 가면 잡힐까 어떻게 하면 돌아갈 수 있을까 또 널 꺼내본다 ,35271,1880
첸 (CHEN),널 안지 않을 수 있어야지,2019-10-01,날 올려다보는 너 눈빛이 전한 단어들 나 온종일 애태웠던 참 기다란 그리움 간절히 바라던 온도 안도케 하는 포근함 내 어깨에 느껴지는 꼭 아이 같은 작은 숨결 나를 보며 수줍게 웃곤 내 품속으로 달려드는 널 도대체 난 그런 널 안지 않을 수 있어야지 네 맘 가장 가까이에서 속삭이는 너를 듣는 일 도대체 난 그런 널 안지 않을 수 있어야지 혹 사랑이라는 게 만질 수 있는 거라면 저 하늘색 구름 같은 너의 품이 아닐까 어쩌면 사랑이란 게 어떤 행동이라면 내 두 팔에 가득 감아 꼭 안아주는 일 아닐까 나를 보며 수줍게 웃곤 내 품속으로 달려드는 널 도대체 난 그런 널 안지 않을 수 있어야지 네 맘 가장 가까이에서 속삭이는 너를 듣는 일 도대체 난 그런 널 안지 않을 수 있어야지 널 안고 있으면 세상 모든 순간들이 꼭 나를 위해 또 나만 위해 존재하는 것만 같은데 내 품이 너에게도 그리 느껴질까 내 마음이 너에게 다 들릴 만큼 더 꼭 안아줄게 너를 만난 나란 계절에 예쁜 꽃만 틔워주는 너 도대체 난 그런 널 안지 않을 수 있어야지 너무 소중하고 애틋해 많이 아껴두고 싶은데 도대체 난 그런 널 안지 않을 수 있어야지 널 안지 않을 수 있어야지 ,55516,1881
이승기,원하고 원망하죠,2006-09-12,아직 누굴 사랑할 수 없는 그대 지친 가슴을 난 너무나 잘 알죠 변함없이 그대 곁을 지켜왔지만 그댄 지나버린 사랑 그 안에만 사는 걸 원하고 원망하죠 그대만을 내게 다가올 시간을 힘겹게 만드는 사람 지난 날들을 그대의 아픈 얘기를 모르고 싶은걸 소리내어 환히 웃을 때도 그대 가슴은 울고 있는 걸 느끼죠 그런 그댈 끌어안아 주고 싶지만 이런 내 맘 들키지 않기로 한걸요 원하고 원망하죠 그대만을 내게 다가올 시간을 힘겹게 만드는 사람 그대 지난 날들을 그대의 아픈 얘기를 모르고 싶은 걸 지금 그대를 빈자릴 채워줄 누구라도 필요한거겠죠 잠시 그대 쉴 곳이 되어주기에 나는 너무나 욕심이 많은 걸 원하고 원망하죠 그대만을 내게 다가올 내일을 후회로 만드는 사람 이런 내 맘을 혼자서 얘기할게요 그댈 너무 사랑해요 ,13600,1882
한동근,보고 싶었어 가을 (금혼령 X 한동근),2021-09-22,갑자기 차가워진 바람이 불면 그때의 너에게로 데려가 줘서 가로수 은행잎 떨어지는 그 길을 함께 걷던 익숙한 거리 골목을 걷다 보니 어느새 추억 속에 빠져서 보고 싶었어 가을이 오면 네 생각이 나서 우리의 추억이 사는 계절이 너의 흔적들이 남아 내내 기다렸나 봐 네가 제일 좋아하던 계절이 난 혹시라도 네가 서 있을까 하며 뒤를 계속 돌아봐 가로등 불빛 하나 둘 켜지도록 오랫동안 계속 이 자리에 서서 보고 싶었어 가을이 오면 네 생각이 나서 우리의 추억이 사는 계절이 너의 흔적들이 남아 내내 기다렸나 봐 네가 제일 좋아하던 계절이 이 거리는 아직 변한 게 하나 없어 예전의 우리 모습처럼 가을이 오면 네가 그리워서 너의 기억들이 가득 넘쳐서 가을이 오면 네가 더 너무 보고 싶어져 네가 제일 좋아하던 가을이 ,6028,1883
EVAN 에반 (유호석),남자도... 어쩔 수 없다.,2007-03-13,입술이 모두 말라가고 한숨이 자꾸 잦아들고 이 사랑이 지쳐 시들도록 난 이렇게 버려둔다 널 하나도 기억 못한다고 널 무심히 모두 잊었다고 하루종일 날 봐도 아무도 알지 못할만큼 무슨 일이 있는 듯 없는 듯 희미해진다 나 표정 없이 살다 마음 없이 살다 나 그런대로 이렇게 나 술을 마셔 본다 너에 취해 본다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 너를 묻고 살다 자꾸 꺼내 본다 너는 모르겠지 이런 나 말수가 점점 줄어들고 끊은 담배가 더 늘어가고 자꾸만 멍하게 지내는 시간이 점점 길어지고 난 어디에도 마음을 가슴을 둘 수 없는데 나 표정 없이 살다 마음 없이 살다 나 그런대로 이렇게 나 술을 마셔 본다 너에 취해 본다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 너를 묻고 살다 자꾸 꺼내 본다 너는 모르겠지 이런 나 괜찮아 늘 말을 하며 겨우 하루를 또 보낸다 숨만 쉬며 살다 너를 잃고 산다 그런대로 이렇게 숨을 쉬긴 한다 살아지긴 한다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 하고 싶던 말이 못해줬던 말이 자꾸 입안에서 맴돌아 아무렇지 않은듯 말해본다 혼잣말 Hard to breath 사랑해 미안하다 ,12567,1884
기리보이,그 정도 쯤이야,2015-09-01,난 여전해 난 여전히 밥도 잘 먹고 아주 잘 살어 살도 많이 쪄서 음식을 가려 먹어야 해 그게 난 제일 고통이야 괜찮아 너 정도 쯤이야 넌 여전하니 우에오 혹시 슬퍼서 울지는 않니 에에에 니 얘길 누굴 통해 들어 기분이 조금 상할뿐야 그건 정말 아무것도 아냐 괜찮아 너 정도 쯤이야 너 정도 쯤은 아무 것도 아냐 오히려 내가 미안하지 재밌는게 많아 시간이 너무남을 때는 만화책 보며 놀면 돼 잔소리는 이제 우리 엄마로도 충분해 비가 오고 눈이 오고 해가 쨍쨍 계절이 몇 번 바뀌어도 아직 내가 대세 너가 낄자리는 없어 스케줄이 뺵뺵해 그냥 기분이 상할뿐야 난 여전해 날 위로하지마 나 정말 괜찮아 그런 표정하지마 나 원래 이래 그냥 투덜대고 싶어서 나답지 않게 굴고 싶어서 그냥 조금 아플뿐야 괜찮아 너 정도 쯤이야 정말 멋있네 니 옆에 남자애 나를 닮아서 아주 잘 맞어 어떻게 그렇게 웃고 다닐 수 있는 지 나의 멍청함으론 상상도 못해 사실은 부러워 그 놈이 있는 곳 너의 집 더 이상 할 수 있는 거짓말도 난 없네 자꾸 그 남자에 나를 대입해서 상상해 날 위로하지마 나 정말 괜찮아 그런 표정하지마 나 원래 이래 그냥 투덜대고 싶어서 나답지 않게 굴고 싶어서 그냥 조금 아플뿐야 괜찮아 너 정도 쯤이야 해야할게 많은것만 같지만 뭐를 해야할지 모르겠어 뭐를 해야할지 모르겠어 난 아직도 어른인가봐 뭐를 해야할지 모르겠어 뭐를 해야할지 모르겠어 해야할게 많은것만 같지만 뭐를 해야할지 모르겠어 뭐를 해야할지 모르겠어 난 아직도 어른인가봐 뭐를 해야할지 모르겠어 뭐를 해야할지 모르겠어 ,41915,1885
박효신,HAPPY TOGETHER,2014-11-24,세상을 몰랐었던 마냥 웃기만 했던 푸른 하늘 닮은 꿈을 가진 키 작은 꼬마가 어느새 담을 넘는다 언덕 위로 좁게 트인 그 작은 길 따라 어디로 가는 걸까 작은 돌에 그만 넘어져도 일어나 다시 그 길 따라 걸어보렴 좀 더디면 어때 어디든 좋아 한 걸음씩 so happy together 너의 손을 잡고서 너와 발을 맞추며 가자 we are dancing together 서두르진 마 조금 익숙한 멜로디를 불러봐 루루루 루루루 너를 위한 멜로디 루루루 루루루 누구도 상상 못 할 내일이 또 오겠지 소나기에 자라난 무지개를 빌려다 포켓 속에 가득 꼭 넣어두렴 주문을 외워 it's gonna be alright 한 걸음씩 so happy together 너의 손을 잡고서 너와 발을 맞추며 가자 we are dancing together 서두르진 마 이제 익숙한 멜로디를 불러봐 루루루 루루루 너를 위한 멜로디 루루루 루루루 하늘 아래 누워 잠깐 쉬어가도 돼 눈을 감아도 보이는 너를 닮은 별 찾아 고맙다는 인사를 건넨다 그게 바로 너야 한걸음 더 so happy together 다시 밝아온 아침 머나먼 여행을 떠나자 we belong together 혼자가 아냐 영원히 너를 위해 불러줄 이 멜로디 루루루 루루루 우릴 위한 멜로디 루루루 루루루 지금 내 앞에 있는 내가 찾던 세상 ,85096,1886
장덕철,다행이야,2021-11-15,잘 지내는지 요즘도 정신없니 사실 아직 난 궁금해 니가 없는 일상에 널 보고 싶다는 생각에 나와 같을지 걱정돼 잘 견뎌낼 거야 난 무뎌진 반복된 날들 괜찮다며 버텨낸 사실은 아파 쓰린 밤들 지친 하루 퇴근길 사람 많은 길가에 웃고 있는 너를 보았어 내게 짓던 웃음이 날 부르던 그 아름다운 네 목소리 여전히 남아있어 다행이야 오늘부터 며칠간은 참 힘들겠지만 내가 곁에 없어도 너가 그의 옆에 서서 웃을 수가 있어서 다행이야 이젠 나도 괜찮아 익숙한 그대 빈자리 가슴 한 켠 비워낸 사랑했었단 그 말들도 한참 동안 망설인 잘 지냈냐는 그 말을 못 꺼내는 내가 미웠어 내게 짓던 웃음이 날 부르던 그 아름다운 네 목소리 여전히 남아있어 다행이야 오늘부터 며칠 간은 참 힘들겠지만 내가 곁에 없어도 너가 그의 옆에 서서 웃을 수가 있어서 다행이야 매일 내 곁에서 웃게 해준다고 했던 약속 지키지 못해서 정말로 미안해 내게 안긴 모습이 속삭이듯 따뜻했었던 네 숨소리 여전히 남아있어 아프지만 오늘부터 다시금 너를 그리겠지만 내가 옆에 없어서 다시 웃을 수 있어서 행복할 수 있다면 ,3843,1887
신효범,사랑하게 될 줄 알았어,2006-03-23,널 처음 사진으로 본 그날 구십 구년 일월 삼십일일 그날 이후 지금 이 순간까지 나 하나만 기다려준 너를 오늘도 습관 같은 내 전화 따스히 받아 주는 너에게 세상 가장 행복한 사람으로 만들어 준 너를 너무 사랑해 사랑하게 될 줄 알았어 우리처음 만난 그 날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 그땐 내가 잡을께요 그대처럼 너무 편한 사이가 싫어서 너무 오랜 사랑 힘들어서 아픈 눈물 흘리는 널 돌아선 못된 내 마음도 기다려준 너를 사랑하게 될 줄 알았어 우리처음 만난 그 날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 그땐 내가 잡을께요 그대처럼 얼마나 힘들었을까 못난 내 눈물도 따스히 감싸준 너를 오-사랑하게 될 줄 알았어 우리처음 만난 그날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 내가 잡을께요 아무 걱정 마요 내 손을 잡아요 처음 그날처럼 우리 - ,21176,1888
이선희,바람꽃,2016-12-15,나 아직 꿈을 꾸죠 밤하늘 희미한 달빛처럼 눈부셨던 기억 속에 그 사람 어렴풋이 생각이 나네요 바람에 흩날리는 꽃잎에 따뜻한 그대 향기를 느끼고 스쳐 지나간 듯한 짧았었던 인연이 이제 내 전부인 걸요 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 하늘에 수놓아진 별빛에 따뜻한 그대 숨결을 느끼고 운명처럼 그대와 이대로만 이렇게 남아 숨 쉴 수 있다면 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 ,23440,1889
잔나비,소란한 밤을 지나,2021-03-24,말하지마 지금 이 거리가 좋아 그대로 머물러줘 비스듬한 채로 그 말 뒤에 이름만 새로 쓰는 건 서글픈 일이잖아 나는 잘 몰라 내게 말하지마 그대 나의 이름 뒤로 꼭 삼켰던 그 한 마디 이제 와서 말하면 난 싫어 두 번의 안녕 그 사이에 가둬두기엔 내 마음 아플 것 같아 그렇대도- 어렴풋이 닿던 손뼉엔 소란한 밤을 지나 아침을 맞는 기분이 들었어 그대 나의 이름 뒤로 꼭 삼켰던 그 한 마디 이제 와서 말하면 난 싫어 두 번의 안녕 그 사이에 가둬두기엔 내 마음 아플 것 같아 내 마음 아플 것 같아 ,11857,1890
노을,붙잡고도,2002-12-16,헤어지자고 너무 힘들다고  더 이상 버틸 자신이 없다고  미안하다고  잘 지내라고 아프지 말라고 나 보다 더 좋은 여자를 만나서 행복하라고 그리고 나서 나를 두고  돌아서면서  정말로 날 사랑했다고  그렇다고 붙잡고도 싶었지만 나도 결국엔 안될걸 알기에 잡고있던 손을 놓아주고 말았어  이젠 보낼게  My love good bye  good bye good bye 미안하다고 용서해달라고 약속을 지키지 못한 자기를  미워하라고 그렇게 모든 너의 꿈이 모두  꺼져가고  사랑만으로 모자란걸 느꼈다고 붙잡고도 싶었지만  나도 결국엔 안될거란 걸 알기에 잡고있던 손을 놓아주고 말았어 이젠 보낼게 너무 보고 싶을거란 말도 너에겐 해주고 싶지만 끝이라도 예쁘게 남기고 싶어서 이젠 보낼게 My love good bye Good bye Good bye ,17372,1891
벤,나쁜 놈,2020-04-26,같은 시간 속에 서로 다른 기억들 우리는 서로를 사랑했을까 한낱 내 감정이 이제 와 의미 있겠니 나 너를 이해하려고 별짓 다 해봤어 난 나쁜 놈 사랑을 내게 가르쳐준 나쁜 놈 이별을 처음 알게 해준 아픈 널 흉터 같은 널 지워보려고 별짓 다 해봤어 나쁜 놈 참 이기적인 사랑 뒤에 아름다운 이별이 어디 있니 내게는 너무 미운 너 그게 아픈 나 많이 사랑했던 나쁜 놈 내게는 쉽지 않던 우리 사랑의 시작이 너에겐 이별의 준비였었니 그딴 내 노력이 너에겐 당연했었니 나 너를 미워하려고 별짓 다 해봤어 난 나쁜 놈 사랑을 내게 가르쳐준 나쁜 놈 이별을 처음 알게 해준 아픈 널 흉터 같은 널 지워보려고 별짓 다 해봤어 나쁜 놈 참 이기적인 사랑 뒤에 아름다운 이별이 어디 있니 그땐 너무 미워서 그게 아파서 너에게 미친 나 나에게 지친 너 어떻게든 널 되돌려보려고  별짓 다 해봤어 난 나쁜 놈 눈물로 나를 적시고 간  나쁜 놈 추억에 나를 미치게 한 아픈 널 상처가 된 널 지워보려고  별짓 다 해봤어 언젠가 네가 나에게 기대했던  아름다운 이별이 있다면 그건 사랑이 아냐 진짜가 아냐  많이 보고 싶은 나쁜 놈 ,16866,1892
신용재 (2F),너로 물든다 (바른연애 길잡이 X 신용재 (2F)),2020-12-11,그대 오늘 무슨 일 있나요 날 바라보는 그대 눈빛은 말하지 않아도 내가 다 알아요 이제는 아무 걱정 말아요 우리 함께 한 모든 날 평생을 그대와 영원을 약속해요 달빛이 내리는 이 밤을 너와 함께 걷고 싶은 마음뿐이에요 언제나 네 곁은 내가 늘 지켜줄게 오늘 나의 하루는 너로 물든다 어떤 날 또 어떤 시간 그대의 두 손을 영원히 놓지 않을게 달빛이 내리는 이 밤을 너와 함께 걷고 싶은 마음뿐이에요 언제나 네 곁은 내가 늘 지켜줄게 오늘 나의 하루는 너로 물든다 그날의 우릴 기억할 거야 맞닿은 두 볼에 피어나는 웃음 바라보며 나의 세상은 너 하나로 가득한데 고마워 한없이 네게 감사해 별빛이 내리는 이 밤을 너와 함께 걷고 싶은 마음뿐인 걸요 이 모든 순간을 너로 가득 담아서 나의 모든 날들을 너로 물들여 ,16005,1893
김장훈,나와 같다면,1998-02-01,어떤 약속도 없는 그런 날에 너만 혼자 집에 있을때 넌 옛 생각이 나는지 그럴땐 어떡하는지 또 우울한 어떤날 음 비 마저 내리고 늘 우리가 듣던 노래가 라디오에서 나오면 나처럼 울고 싶은지 왜 자꾸만 후회되는지 나의 잘못했던 일과 너의 따뜻한 마음만 더 생각나 너의 방안을 정리하다가 내 사진이 혹시 나오면 넌 그냥 찢고 마는지 한참을 바라보는지 또 우울한 어떤날 음 비 마저 내리고 늘 우리가 듣던 노래가 라디오에서 나오면 나처럼 울고 싶은지 왜 자꾸만 후회되는지 나의 잘못했던 일과 너의 따뜻한 마음만 더욱 생각나 그대여 나와 같다면 내 마음과 똑같다면 그냥 나에게 오면 돼 널 위해 비워둔 내 맘 그 자리로 그대여 나와 같다면 내 마음과 똑같다면 그냥 나에게 오면 돼 널 위해 비워둔 내 맘 그 자리로 나처럼 울고 싶은지 왜 자꾸만 후회되는지 ,9022,1894
The One (더원),썸데이 (원곡가수 김동희),2012-12-23,어느 날 그대를 만나서 사랑의 기쁨을 깨닫고 나 같은 남자도 사랑을 알게 했다오 어느 날 그대를 만나서 사랑의 의미를 배우고 나라는 사람이 있단 걸 알게 됐다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 사랑을 지우고 또 지워야 하는지 몰랐다오 사랑이 사랑을 머금고 눈물은 태연히 흐르고 이별이 뭔지도 몰라서 난 웃었다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 심장을 떼 내고 버려도 안 되는 걸 정말 몰랐다오 그대 이름을 부르고 부르고 부르고 부르며 애를 써 봐도 눈물이 내 손을 잡으며 잡으며 그대를 말려도 나 하나 사랑한 나만을 지켜봐 주던 그런 사람이 있단 걸 감사하며 보냈다오 어느 날 그대를 만나서 사랑의 의미를 배우고 나라는 사람이 있단 걸 알게 됐다오 어느 날 그대를 만나서 나는 사랑을 했다오 어느 날 그대를 만나서 사랑의 의미를 배우고 나라는 사람이 있단 걸 알게 됐다오 어느 날 그대를 만나서 나는 사랑을 했다오 그땐 심장을 떼 내고 버려도 안 되는 걸 몰랐다오 ,25314,1895
