가사,감정
아-아-아-아 아-아-아-아-아-아 Into the unknown… Into the unknown… Into the unknown! 아-아-아-아 듣기 싫어 저리 가 제발 좀 나를 내버려 둬 지금 이 행복을 잃고 싶지 않은데 자꾸 왜 맴돌며 나를 데려가려 해 오-오 오-오 귀를 막겠어 스쳐갈 바람일 뿐이야 뭐라 말해도 (그만해) 못 들은척 할래 소중한 내 사람들을 떠날 수 없어 저 불안한 세상에 날 떠밀지 말아 줘 저 두렵고 낯선 위험한 모험들 비바람 몰아치듯 저 멀리서 날 불러 Into the unknown… Into the unknown… Into the unknown! 아-아-아-아 아-아-아-아-아-아 뭘 원해 넌 왜 자꾸 나를 부르니 내가 위험해지는 거 그걸 바라는 거니 어쩌면 알고 있니 마법 같은 내 비밀 여긴 내가 있을 곳이 아닌걸 견디기에 버거워져 힘이 강해질수록 잠들었던 내 마음이 깨어나 Into the unknown Into the unknown! Into the unknown!! 아-아-아-아 아-아-아-아  오-오-오 어디 있니? 내가 보이니? 느낀다면 보여줘 널 아-아-아-아! 아-아-아-아 아-아-아-아! 아-아-아-아 아-아-아-아 아-아-아-아 아-아-아-아! 아-아-아-아! 어둡고 험한 먼 길이라도 그곳에 가겠어 Into the unknown! ,indifference
 세상이란 게 제법 춥네요 당신의 안에서 살던 때 보다 모자람 없이 주신 사랑이 과분하다 느낄 때쯤 난 어른이 됐죠 한 송이 꽃을 피우려 작은 두 눈에 얼마나 많은 비가 내렸을까 Oh rewind 돌이킬수록 더 미안 포기 안 하려 포기해버린 젊고 아름다운 당신의 계절 여길 봐 예쁘게 피었으니까 바닥에 떨어지더라도 꽃길만 걷게 해줄게요 문득 쳐다본 그 입가에는 미소가 폈지만 주름이 졌죠 내게 인생을 선물해주고 사랑해란 말이 그리도 고마운가요 한 송이 꽃을 피우려 작은 두 눈에 얼마나 많은 비가 내렸을까 oh rewind 돌이킬수록 더 미안 포기 안 하려 포기해버린 젊고 아름다운 당신의 계절 여길 봐 예쁘게 피었으니까 바닥에 떨어지더라도 꽃길만 걷게 해줄게요 겨울이 와도 마음속에 봄 향기가 가득한 건 한결같이 시들지 않는 사랑 때문이죠 oh rewind 짧은 바람 같던 시간 날 품에 안고 흔들림 없는 화분이 되어준 당신의 세월 여길 봐 행복만 남았으니까 다 내려놓고 이 손잡아요 꽃길만 걷게 해줄게요  ,indifference
어떤 이름은 세상을 빛나게 하고 또 어떤 이름은 세상을 슬프게도 하네 우리가 살았던 시간은 되돌릴 수 없듯이 세월은 그렇게 내 나이를 더해만가네 한때 밤잠을 설치며 한 사람을 사랑도 하고 삼백예순하고도 다섯날을 그 사람만 생각했지 한데 오늘에서야 이런 나도 중년이 되고보니 세월의 무심함에 갑자기 웃음이 나오더라 훠이 훨훨훨 날아가자 날아가보자 누구라는 책임으로 살기에는 내 자신이 너무나도 안타까워 훠이 훨훨훨 떠나보자 떠나가보자 우리 젊은 날의 꿈들이 있는 그 시절 그곳으로 한때 밤잠을 설치며 한 사람을 사랑도 하고 삼백예순하고도 다섯날을 그 사람만 생각했지 한데 오늘에서야 이런 나도 중년이 되고보니 세월의 무심함에 갑자기 웃음이 나오더라 훠이 훨훨훨 날아가자 날아가보자 누구라는 책임으로 살기에는 내 자신이 너무나도 안타까워 훠이 훨훨훨 떠나보자 떠나가보자 우리 젊은 날의 꿈들이 있는 그 시절 그곳으로 훠이 훨훨훨 날아가자 날아가보자 누구라는 책임으로 살기에는 내 자신이 너무나도 안타까워 훠이 훨훨훨 떠나보자 떠나가보자 우리 젊은 날의 꿈들이 있는 그 시절 그곳으로 꿈도 많았던 지난 날 그시절로 ,indifference
 길었던 하루 그림잔 아직도 아픔을 서성일까 말없이 기다려 보면 쓰러질 듯 내게 와 안기는데 마음에 얹힌 슬픈 기억은 쏟아낸 눈물로는 지울 수 없어 어디서부터 지워야 할까 허탈한 웃음만이 가슴에 박힌 선명한 기억 나를 비웃듯 스쳐 가는 얼굴들 잡힐 듯 멀리 손을 뻗으면 달아나듯 조각난 나의 꿈들만 두 갈래 길을 만난 듯 멍하니 한참을 바라보다 무언가 나를 이끌던 목소리에 한참을 돌아보면 지나온 모든 순간은 어린 슬픔만 간직한 채 커버렸구나 혼자서 잠들었을 그 밤도 아픔을 간직한 채 시간은 벌써 나를 키우고 세상 앞으로 이젠 나가 보라고 어제의 나는 내게 묻겠지 웃을 만큼 행복해진 것 같냐고 아직 허기진 소망이 가득 메워질 때까지 시간은 벌써 나를 키우고 세상 앞으로 이젠 나가 보라고 어제의 나는 내게 묻겠지 웃을 만큼 행복해진 것 같냐고 아주 먼 훗날 그때 그 아인 꿈꿔왔던 모든 걸 가진 거냐고  ,indifference
 월요일엔 아마 바쁘지 않을까 화요일도 성급해 보이지 안 그래 수요일은 뭔가 어정쩡한 느낌 목요일은 그냥 내가 왠지 싫어 우 이번 주 금요일 우 금요일에 시간 어때요 주말까지 기다리긴 힘들어 시간아 달려라 시계를  더 보채고 싶지만  mind control 일분 일초가 달콤해 이 남자 도대체 뭐야 사랑에 빠지지 않곤 못 배기겠어 온 종일 내 맘은 저기  시계바늘 위에 올라타 한 칸씩 그대에게 더 가까이 우 이번 주 금요일 우 금요일에 시간 어때요 딱히 보고 싶은 영화는 없지만 딱히 먹고 싶은 메뉴는 없지만 주말까지 기다리긴 힘들어 시간아 달려라 시계를  더 보채고 싶지만  mind control 일분 일초가 달콤해 이 남자 도대체 뭐야 사랑에 빠지지 않곤  못 배기겠어 온 종일 내 맘은 저기  시계바늘 위에 올라타 한 칸씩 그대에게 더 가까이 나 뭔가에 홀린 것 같아 이 여잔 도대체 뭐야 사랑해주지 않고는 못 배기겠어 돌아오는 이번 주  금요일에 만나요 그 날 내 맘을 더 가져가줘요 더 가까이 더 가까이 와요  더 가까이  ,indifference
초록빛 바람 불어오는 날 마른 비 지나 그녀를 닮은 날 꽃길을 따라 둘이 걷는다 가슴은 두근두근 약속한 듯이 발을 맞춘다 숨소리마저 입을 맞춘다 부드러운 손길 내 팔을 감는다 살며시 기대온다 새까만 찰랑 찰랑 찰랑 그녀의 머릿결 살랑 살랑 살랑 노래를 부르면 꽃바람 따라 휘파람 따라 너울 너울 무지개 따뜻한 숨결 뺨을 스친다 짜릿한 상상 입술이 탄다 햇살이 반짝 아른거리다 노을빛 물이 든다 새까만 찰랑 찰랑 찰랑 그녀의 머릿결 살랑 살랑 살랑 노래를 부르면 꽃바람 따라 휘파람 따라 너울 너울 무지개 바람이 널 타고 불어와 햇살이 아플 만큼 따가운 이런 날이라도 괜찮아 무엇을 할지 또 어디를 갈지 목적지 없이 걷는 것도 좋아 해가 저물어 올 때쯤 바래다주는 길은 왜 이렇게도 짧은 건지 하늘은 어두운데 네 주변만 밝지 아직 밤공기는 찬데 왜 두 볼이 뜨겁지 가만히 그녀 입술 위에 입을 맞춘다 산뜻 산뜻 산뜻 그녀의 모든 것 하나 하나 하나 아름다운 걸 첫사랑 bye bye 옛사랑 bye bye 너는 나의 무지개 꽃바람 닮아 휘파람 닮아 아름다운 무지개 ,indifference
 하얗게 피어난 얼음 꽃 하나가 달가운 바람에 얼굴을 내밀어 아무 말 못했던 이름도 몰랐던 지나간 날들에 눈물이 흘러 차가운 바람에 숨어 있다 한줄기 햇살에 몸 녹이다 그렇게 너는 또 한번 내게 온다 좋았던 기억만 그리운 마음만 니가 떠나간 그 길 위에 이렇게 남아 서있다 잊혀질 만큼만 괜찮을 만큼만 눈물 머금고 기다린 떨림 끝에 다시 나를 피우리라 사랑은 피고 또 지는 타버리는 불꽃 빗물에 젖을까 두 눈을 감는다 어리고 작았던 나의 맘에 눈부시게 빛나던 추억 속에 그렇게 너를 또 한번 불러본다 좋았던 기억만 그리운 마음만 니가 떠나간 그 길 위에 이렇게 남아 서있다 잊혀질 만큼만 괜찮을 만큼만 눈물 머금고 기다린 떨림 끝에 다시 나는 메말라가는땅 위에 온몸이 타 들어가고 내 손끝에 남은 너의 향기 흩어져 날아가 멀어져 가는 너의 손을 붙잡지 못해 아프다 살아갈 만큼만 미워했던 만큼만 먼 훗날 너를 데려다 줄 그 봄이 오면 그날에 나 피우리라  ,indifference
 오늘 밤 바라본 저 달이 너무 처량해 너도 나처럼 외로운 텅 빈 가슴 안고 사는구나 텅 빈 방 안에 누워 이 생각 저런 생각에 기나긴 한숨 담배 연기 또 하루가 지나고 하나 되는 게 없고 사랑도 떠나가 버리고 술 잔에 비친 저 하늘의 달과 한 잔 주거니 받거니 이 밤이 가는구나 오늘 밤 바라본 저 달이 너무 처량해 너도 나처럼 외로운 텅 빈 가슴 안고 사는구나 가끔 비가 내리면 구름에 니 모습이 가려 어두운 거리 또 쓸쓸해지네 텅 빈 이 거리 오늘도 혼자서 걸어가네 오늘 밤 바라본 저 달이 너무 처량해 너도 나처럼 외로운 텅 빈 가슴 안고 사는구나 오늘 밤 바라본 저 달이 너무 처량해 너도 나처럼 외로운 텅 빈 가슴 안고 사는구나 슬픈 추억 안고 사는구나 텅 빈 가슴 안고  ,indifference
믿을 수 있나요 나의 꿈 속에서 너는 마법에 빠진 공주란걸 언제나 너를 향한 몸짓엔 수많은 어려움 뿐이지만  그러나 언제나 굳은 다짐 뿐이죠 다시 너를 구하고 말거라고 두 손을 모아 기도했죠 끝 없는 용기와 지혤 달라고  마법의 성을 지나 늪을 건너 어둠의 동굴 속 멀리 그대가 보여 이제 나의 손을 잡아보아요 우리의 몸이 떠오르는 것을 느끼죠  자유롭게 저 하늘을 날아가도 놀라지 말아요 우리 앞에 펼쳐질 세상이 너무나 소중해 함께라면  마법의 성을 지나 늪을 건너 어둠의 동굴 속 멀리 그대가 보여 이제 나의 손을 잡아보아요 우리의 몸이 떠오르는 것을 느끼죠  자유롭게 저 하늘을 날아가도 놀라지 말아요 우리 앞에 펼쳐질 세상이 너무나 소중해 함께 있다면 - ,indifference
 비 내리는 midnight midnight 잠은 오지 않고 너와 기억 속을 걷다가 Fall in the moon 기울어진 달처럼 사라진 꿈들이 귓가에 맴돌아 또 나를 흔들어 yeah yeah 미련 없이 널 보내고 왜 미련하게 널 잊지 못하는데 나 홀로 남겨진 이 멜로디 기억 속에서 아득히 살아남아 있어 가슴이 찢어질 듯 아파 날 미치게 만들어 너의 목소리만 들려온다 이 별에 남겨진 우리 둘의 멜로디 이 길의 끝에 널 다시 사랑할 수 있을까 너 없는 나는 빛을 잃었어 떨어지는 눈물에 달빛이 잠기고 작은 추억들마저 지쳐가고 있어 Oh yeah 너의 기억들 모두 사라져 져 ohh wah 나 홀로 남겨진 이 멜로디 기억 속에서 아득히 살아남아 있어 가슴이 찢어질 듯 아파 날 미치게 만들어 니가 없는 난 빛을 잃었어 나 홀로 남아 부르고 있어 이름도 없는 지금 우리 노래를 우리를 닮아간 그 melody 이별에 남겨진 우리 둘의 멜로디 흘러가는 이 시간 끝 너를 볼 수 있을까 이 노래만 불러 비가 그치면 끝날 멜로디 한낱 꿈처럼 다 사라지겠지 어둠 넘어 달빛 속에  ,indifference
 바람이 분다 서러운 마음에 텅 빈 풍경이 불어온다 머리를 자르고 돌아오는 길에 내내 글썽이던 눈물을 쏟는다 하늘이 젖는다 어두운 거리에 찬 빗방울이 떨어진다 무리를 지으며 따라오는 비는 내게서 먼 것 같아 이미 그친 것 같아  세상은 어제와 같고 시간은 흐르고 있고 나만 혼자 이렇게 달라져 있다 바람에 흩어져 버린 허무한 내 소원들은 애타게 사라져간다 바람이 분다 시린 한기 속에 지난 시간을 되돌린다 여름 끝에 선 너의 뒷모습이 차가웠던 것 같아 다 알 것 같아 내게는 소중해했던 잠 못 이루던 날들이 너에겐 지금과 다르지 않았다 사랑은 비극이어라 그대는 내가 아니다 추억은 다르게 적힌다  나의 이별은 잘 가라는 인사도 없이 치러진다 세상은 어제와 같고 시간은 흐르고 있고 나만 혼자 이렇게 달라져 있다 내게는 천금같았던 추억이 담겨져 있던 머리위로 바람이 분다 눈물이 흐른다   ,indifference
너는 왜 이토록 나를 떨리게 하니 너의 존재만이 나를 숨 쉬게 하니 아무도 없었던 가난했던 마음이 보석 같은 너로 가득해 고마워 사랑해 말조차 아까운 나의 하나뿐인 사람아 마지막이란 말은 하지 말아요 넌 높이서 반짝이는 별 손 닿을 수 없이 멀었던 그 거리 오늘 가까워진 걸까 오늘 밤 그대란 밀리언의 조각들로 내 가슴 가장 깊은 곳에 채우고 채우고 채우오 부서진 내 마음 그대만이 모아주오 이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게 차가운 입김에 눈꽃이 흩날리면 들뜬 연인들의 노래 들려올 때에 한참을 앓았던 계절의 마지막이 손끝에 흐른다 별 헤는 이 밤에 사랑해 말조차 아까운 나의 하나뿐인 사람아 마지막이란 말은 하지 말아요 넌 멀리서 반짝이는 별 나 혼자선 어쩔 수 없는 그 거리 오늘 멀게만 느껴져 오늘 밤 그대란 밀리언의 조각들로 내 가슴 가장 깊은 곳에 채우고 채우고 채우오 부서진 내 마음 그대만이 모아주오 이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게 지쳐 올려다 본 밤 작은 너의 빛 하나 붙잡고 걸었어 너만 보였으니까 너의 가늠조차 할 수 없던 눈부신 빛이 이 밤의 끝으로 흘러내리게 너는 왜 이토록 나를 떨리게 하니 너의 존재만이 다시 숨 쉬게 하니 오늘 밤 그대란 밀리언의 조각들로 내 가슴 가장 깊은 곳에 채우고 채우고 채우오 부서진 내 마음 그대만이 모아주오 이 밤의 가장 깊은 곳에 그대의 빛으로 가득하게 ,indifference
 세상에 지쳐가던 내게 그대는 다가와 가물어 갈라진 가슴에 단비를 주었죠 잊었던 희망의 노래가 새록새록 솟고 그댈 그리며 사는 날들 꿈만 같아요 그대 고운 내사랑 오월의 햇살 같은 꿈이여 그댈 기다리며 보내는 밤은 왜이리 더딘 건지 그대 고운 내사랑 오월의 햇살 같은 꿈이여 그댈 기다리며 보내는 밤은 왜이리 더딘지 그대 짊어진 삶의 무게 가늠하지 못해 오늘도 나는 이렇게 외로워하지만 가시나무 숲 서걱이던 내 가슴 치우고 그대를 쉬게 하고 싶어 내 귀한 사람아 그대 고운 내사랑 오월의 햇살 같은 꿈이여 그댈 기다리며 보내는 밤은 왜이리 더딘 건지 그대 고운 내사랑 오월의 햇살 같은 꿈이여 그댈 기다리며 보내는 밤은 왜이리 더딘지  ,indifference
들리나요 맑게개인 멜로디 작은 아픔까지 끌어안고 삶은 때론 그을린 노을처럼 따듯한 내일을 약속해요 기억해요 스쳐갔던 그 콧노래 마주쳤던 눈물들 잃어버린 꿈들을 소중했던 날들을 꿈꿔요 빛바랜 낙원에 혼자 울고 있을 때 세상을 비춰준 네 마음이 내일을 마주하게 해 보이나요 내가 머물던 자리 언제나 당신을 기다리던 삶은 때론 찬란한 별빛처럼 바라보는 것만으로도 설레는 어떻게 날아야 하는지 고민하지 말아요 소중한 한 조각 추억이 당신을 날게 할 거예요 이 말은 해주고 싶어요 예쁜 꿈을 꾸라고 ,indifference
 차가워진 눈빛을 바라보며 이별의 말을 전해 들어요 아무 의미 없던 노래 가사가 아프게 귓가에 맴돌아요 다시 겨울이 시작되듯이 흩어지는 눈 사이로 그대 내 맘에 쌓여만 가네 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 아무것도 마음대로 안 돼요 아픔은 그저 나를 따라와 밤새도록 커져 버린 그리움 언제쯤 익숙해져 가나요 많은 날들이 떠오르네요 우리가 나눴던 날들 애써 감추고 돌아서네요 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 부를 수도 없이 멀어진 그대가 지나치는 바람에도 목이 메어와 어디에도 그대가 살아서 우린 사랑하면 안 돼요 다가갈수록 미워지니까 행복했던 것만 기억에 남아 나를 천천히 잊어 가기를 사랑했던  ,indifference
마음 울적 한날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  모짜르트 피아노 협주곡 21번 그 음악을 내 귓가에 속삭여주며 아침 햇살 눈부심에 나를 깨워줄 그럴 연인이 내게 있으면  나는 아직 순수함을 느끼고 싶어 어느 작은 우체국 앞 계단에 앉아 프리지아 꽃향기를 내게 안겨줄 그런 연인을 만나봤으면  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  모짜르트 피아노 협주곡 21번 그 음악을 내귓가에 속삭여주며 아침 햇살 눈부심에 나를 깨워줄 그럴 연인이 내게 있으면  나는 아직 순수함을 느끼고 싶어 어느 작은 우체국 앞 계단에 앉아 프리지아 꽃향기를 내게 안겨줄 그럴 연인을 만나봤으면  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  창밖에는 우울한 비가 내리고 있어 내 마음도 그 비따라 우울해지네 누가 내게 눈부신 사랑을 가져줄까 이 세상을 나로 인해 아름다운데  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파   ,indifference
 초록빛 바람이 살짝 불어오면 우리의 소중한 시간이 떠올라 때로는 힘들고 가끔씩 지쳐도 날 일으켜 세운 너의 작은 손 끝없는 여정에 숨이 차오를 때 저 멀리 보이는 길이 막막할 때 귓가에 들리던 따스한 한마디 날 웃게 만들던 너의 목소리 우리 함께 간직한 추억들 바람은 희망이 되어 우릴 이끌어주네 함께 꿈꿔왔던 찬란했던 오늘 언제까지나 지켜 나갈게 같이 그려나갈 우리의 내일도 변치 않게 나와 약속해 영원히 푸른빛 하늘이 밝게 비춰오면 소중히 간직한 꿈들이 떠올라 닿을 수 없어도 멀게만 보여도 함께 내딛을 수 있던 발걸음 이제 더는 혼자가 아닌걸 다짐은 빛이 되어 우릴 이끌어주네 함께 꿈꿔왔던 찬란했던 오늘 언제까지나 지켜 나갈게 같이 그려나갈 우리의 내일도 변치 않게 나와 약속해 더 힘든 시간이 와도 또 다시 일어설 수 있게 언제나 서로의 빛이 되어줄 수 있기를 나란히 걸으며 나누었던 꿈들 희망이 되어 우릴 비추네 같이 써내려갈 우리의 이야기 찬란히 빛날 수 있도록 약속해  ,indifference
 월요일엔 아마 바쁘지 않을까 화요일도 성급해 보이지 안 그래 수요일은 뭔가 어정쩡한 느낌 목요일은 그냥 내가 왠지 싫어 우 이번 주 금요일 우 금요일에 시간 어때요 주말까지 기다리긴 힘들어 시간아 달려라 시계를  더 보채고 싶지만  mind control 일분 일초가 달콤해 이 남자 도대체 뭐야 사랑에 빠지지 않곤 못 배기겠어 온 종일 내 맘은 저기  시계바늘 위에 올라타 한 칸씩 그대에게 더 가까이 우 이번 주 금요일 우 금요일에 시간 어때요 딱히 보고 싶은 영화는 없지만 딱히 먹고 싶은 메뉴는 없지만 주말까지 기다리긴 힘들어 시간아 달려라 시계를  더 보채고 싶지만  mind control 일분 일초가 달콤해 이 남자 도대체 뭐야 사랑에 빠지지 않곤  못 배기겠어 온 종일 내 맘은 저기  시계바늘 위에 올라타 한 칸씩 그대에게 더 가까이 나 뭔가에 홀린 것 같아 이 여잔 도대체 뭐야 사랑해주지 않고는 못 배기겠어 돌아오는 이번 주  금요일에 만나요 그 날 내 맘을 더 가져가줘요 더 가까이 더 가까이 와요  더 가까이  ,indifference
마음 울적 한날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  모짜르트 피아노 협주곡 21번 그 음악을 내 귓가에 속삭여주며 아침 햇살 눈부심에 나를 깨워줄 그럴 연인이 내게 있으면  나는 아직 순수함을 느끼고 싶어 어느 작은 우체국 앞 계단에 앉아 프리지아 꽃향기를 내게 안겨줄 그런 연인을 만나봤으면  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  모짜르트 피아노 협주곡 21번 그 음악을 내귓가에 속삭여주며 아침 햇살 눈부심에 나를 깨워줄 그럴 연인이 내게 있으면  나는 아직 순수함을 느끼고 싶어 어느 작은 우체국 앞 계단에 앉아 프리지아 꽃향기를 내게 안겨줄 그럴 연인을 만나봤으면  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파  창밖에는 우울한 비가 내리고 있어 내 마음도 그 비따라 우울해지네 누가 내게 눈부신 사랑을 가져줄까 이 세상을 나로 인해 아름다운데  마음 울적한 날엔 거리를 걸어보고 향기로운 칵테일에 취해도 보고 한편의 시가 있는 전시회장도 가고 밤새도록 그리움에 편질 쓰고파   ,indifference
세상엔 우리들만큼 누군가를 그리워하는 사람들이 많습니다 지금도 누군가를 그리워하고 있을 그 친구들에게 이 노래를 바칩니다 모여라 얘들아 왜 이렇게 사는 게 힘들기만 한지 어느새 서른 중반 맘엔 멍이 들지 도대체 뭘 잘못했길래 내게만 이래 전생에 뭔 죄를 졌길래 안 보이는 미래 시간은 가고 나이는 차고 결혼은 자꾸 왜 안 하냐고 향수로 가리는 내 총각냄새 사라져가는 꿈 내 거친 텃새 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 오늘밤 같이 뛰고 같이 불러줘 우리 웃으면서 노래해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 데니 계상 호영과 태우 그리고 난 누구 아저씨 쭌 JYP보다 나이 많은 아저씨 아이돌계의 Wanna be 후배들 인사도 두 번 90도 꾸벅 그만해 꾸벅 난 쿨 한 9번 타자야 내가 홈런 쳐줄게 Did I keep my promise Hit it Danny 너무 어두워 길이 보이지 않아 지난 몇 년 동안 길 위에 나 혼자 어두운 터널 속에 흔들거리는 촛불 하나 꺼질까 봐 앞만 보면서 달려왔나 어느 날 문득 고갤 들어보니 새파란 하늘이 하늘색 물결이 언제나 그대로 나를 감싸 안아 날 바라보는 곳으로 두 팔 벌려 힘차게 날아 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 오늘밤 같이 뛰고 같이 불러줘 우리 웃으면서 노래해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 그대 두 눈가에 흐르는 눈물 내가 또 닦아 줄 테니 그때 우리가 불렀던 기억 저편에 묻어뒀었던 그 노래 함께 다시 불러줘 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 ,indifference
세상엔 우리들만큼 누군가를 그리워하는 사람들이 많습니다 지금도 누군가를 그리워하고 있을 그 친구들에게 이 노래를 바칩니다 모여라 얘들아 왜 이렇게 사는 게 힘들기만 한지 어느새 서른 중반 맘엔 멍이 들지 도대체 뭘 잘못했길래 내게만 이래 전생에 뭔 죄를 졌길래 안 보이는 미래 시간은 가고 나이는 차고 결혼은 자꾸 왜 안 하냐고 향수로 가리는 내 총각냄새 사라져가는 꿈 내 거친 텃새 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 오늘밤 같이 뛰고 같이 불러줘 우리 웃으면서 노래해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 데니 계상 호영과 태우 그리고 난 누구 아저씨 쭌 JYP보다 나이 많은 아저씨 아이돌계의 Wanna be 후배들 인사도 두 번 90도 꾸벅 그만해 꾸벅 난 쿨 한 9번 타자야 내가 홈런 쳐줄게 Did I keep my promise Hit it Danny 너무 어두워 길이 보이지 않아 지난 몇 년 동안 길 위에 나 혼자 어두운 터널 속에 흔들거리는 촛불 하나 꺼질까 봐 앞만 보면서 달려왔나 어느 날 문득 고갤 들어보니 새파란 하늘이 하늘색 물결이 언제나 그대로 나를 감싸 안아 날 바라보는 곳으로 두 팔 벌려 힘차게 날아 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 오늘밤 같이 뛰고 같이 불러줘 우리 웃으면서 노래해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 그대 두 눈가에 흐르는 눈물 내가 또 닦아 줄 테니 그때 우리가 불렀던 기억 저편에 묻어뒀었던 그 노래 함께 다시 불러줘 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 헤어질 때 우리 다시 만나자고 맹세했던 그 약속 지키려고 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 god 이젠 빅 대디 아빠 어디가 나가야 할까 god와 JYP 그 때 그 시절 그리워 서일까 하늘색 풍선 가득했던 You and Me 오래 기다리게 해서 미안해 ,indifference
 세상이란 게 제법 춥네요 당신의 안에서 살던 때 보다 모자람 없이 주신 사랑이 과분하다 느낄 때쯤 난 어른이 됐죠 한 송이 꽃을 피우려 작은 두 눈에 얼마나 많은 비가 내렸을까 Oh rewind 돌이킬수록 더 미안 포기 안 하려 포기해버린 젊고 아름다운 당신의 계절 여길 봐 예쁘게 피었으니까 바닥에 떨어지더라도 꽃길만 걷게 해줄게요 문득 쳐다본 그 입가에는 미소가 폈지만 주름이 졌죠 내게 인생을 선물해주고 사랑해란 말이 그리도 고마운가요 한 송이 꽃을 피우려 작은 두 눈에 얼마나 많은 비가 내렸을까 oh rewind 돌이킬수록 더 미안 포기 안 하려 포기해버린 젊고 아름다운 당신의 계절 여길 봐 예쁘게 피었으니까 바닥에 떨어지더라도 꽃길만 걷게 해줄게요 겨울이 와도 마음속에 봄 향기가 가득한 건 한결같이 시들지 않는 사랑 때문이죠 oh rewind 짧은 바람 같던 시간 날 품에 안고 흔들림 없는 화분이 되어준 당신의 세월 여길 봐 행복만 남았으니까 다 내려놓고 이 손잡아요 꽃길만 걷게 해줄게요  ,indifference
